target_id	length	eff_length	est_counts	tpm
Solyc00g500001.1.1	681	266.747	0	0
Solyc00g500002.1.1	816	396.131	0	0
Solyc00g500003.1.1	1665	1244.68	0	0
Solyc00g500004.1.1	821	401.091	0	0
Solyc00g500005.1.1	252	49.9036	0	0
Solyc00g500006.1.1	180	33.4979	0	0
Solyc00g500007.1.1	507	135.011	0	0
Solyc00g500008.1.1	498	129.99	0	0
Solyc00g500009.1.1	327	67.2292	0	0
Solyc00g500010.1.1	692	276.761	0	0
Solyc00g500011.1.1	8288	7867.68	0	0
Solyc00g500012.1.1	3985	3564.68	0	0
Solyc00g500013.1.1	627	219.986	0	0
Solyc00g500014.1.1	5324	4903.68	1.01958	0.00579343
Solyc00g500015.1.1	5552	5131.68	0	0
Solyc00g500016.1.1	369	78.5775	0	0
Solyc00g500017.1.1	372	79.2439	0	0
Solyc00g500018.1.1	1417	996.68	0	0
Solyc00g014290.1.1	327	67.2292	0	0
Solyc00g005280.1.1	411	90.7253	0	0
Solyc00g500019.1.1	372	79.2439	25.7806	9.06491
Solyc00g500020.1.1	1305	884.68	100.977	3.18033
Solyc00g500021.1.1	324	66.5795	127.481	53.3509
Solyc00g500022.1.1	810	390.187	200	14.2821
Solyc00g180440.1.1	252	49.9036	101	56.393
Solyc00g500023.1.1	1023	602.68	2896.15	133.897
Solyc00g500024.1.1	1527	1106.68	178	4.48161
Solyc00g500025.1.1	195	37.3087	46.5875	34.7932
Solyc00g500026.1.1	207	39.5701	9.70509	6.83389
Solyc00g500027.1.1	702	285.997	87.6434	8.53875
Solyc00g500028.1.1	450	106.237	29.293	7.68285
Solyc00g500029.1.1	273	54.3723	1.19416	0.611956
Solyc00g500030.1.1	417	93.0117	86	25.763
Solyc00g500031.1.1	771	351.83	170.53	13.5053
Solyc00g500032.1.1	357	75.1056	250.5	92.9333
Solyc00g500033.1.1	507	135.011	0	0
Solyc00g500034.1.1	1059	638.68	2822.82	123.15
Solyc00g500035.1.1	429	97.5905	293.781	83.8788
Solyc00g500036.1.1	402	88.1073	847.562	268.038
Solyc00g500037.1.1	6624	6203.68	26.2575	0.117934
Solyc00g500038.1.1	216	41.9323	0	0
Solyc00g500039.1.1	501	131.631	396.389	83.9071
Solyc00g500040.1.1	567	173.636	0	0
Solyc00g500041.1.1	1092	671.68	234.506	9.72808
Solyc00g500042.1.1	3097	2676.68	1608.37	16.7427
Solyc00g500043.1.1	1848	1427.68	0	0
Solyc00g500044.1.1	501	131.631	396.389	83.9071
Solyc00g500045.1.1	216	41.9323	0	0
Solyc00g500046.1.1	6624	6203.68	26.2575	0.117934
Solyc00g500047.1.1	885	464.835	7385.48	442.706
Solyc00g277510.1.1	201	38.2865	0	0
Solyc00g500048.1.1	1356	935.68	60	1.78673
Solyc00g500049.1.1	294	58.9945	8.39101	3.96314
Solyc00g500050.1.1	1524	1103.68	0	0
Solyc00g500051.1.1	1101	680.68	0.0011597	4.74721e-05
Solyc00g500052.1.1	4974	4553.68	26.4905	0.162093
Solyc00g500053.1.1	675	261.327	24.8195	2.64633
Solyc00g500054.1.1	2331	1910.68	183.667	2.67842
Solyc00g500055.1.1	378	80.985	7.33333	2.52309
Solyc00g500056.1.1	2205	1784.68	75.3333	1.17615
Solyc00g500057.1.1	1962	1541.68	98.8795	1.7871
Solyc00g500058.1.1	390	84.6367	369.996	121.807
Solyc00g500059.1.1	258	51.0437	54.6635	29.8395
Solyc00g500060.1.1	1130	709.68	154.933	6.08298
Solyc00g500061.1.1	477	119.203	50	11.6874
Solyc00g500062.1.1	765	346.025	79	6.36144
Solyc00g500063.1.1	4149	3728.68	45669.2	341.275
Solyc00g500064.1.1	1497	1076.68	11653.7	301.588
Solyc00g500065.1.1	1176	755.68	74	2.72854
Solyc00g500066.1.1	348	72.6731	61.2148	23.4703
Solyc00g500067.1.1	1305	884.68	100.977	3.18033
Solyc00g500068.1.1	324	66.5795	127.481	53.3509
Solyc00g500069.1.1	189	35.8488	86.3027	67.0788
Solyc00g500070.1.1	402	88.1073	0	0
Solyc00g500071.1.1	1527	1106.68	178	4.48161
Solyc00g500072.1.1	207	39.5701	9.70509	6.83389
Solyc00g500073.1.1	759	340.202	1.80067	0.14748
Solyc00g500074.1.1	273	54.3723	1.19416	0.611956
Solyc00g500075.1.1	417	93.0117	86	25.763
Solyc00g500076.1.1	771	351.83	170.53	13.5053
Solyc00g500077.1.1	357	75.1056	250.5	92.9333
Solyc00g500078.1.1	507	135.011	0	0
Solyc00g500079.1.1	429	97.5905	293.781	83.8788
Solyc00g500080.1.1	402	88.1073	847.562	268.038
Solyc00g500081.1.1	6624	6203.68	26.2575	0.117934
Solyc00g500082.1.1	216	41.9323	0	0
Solyc00g500083.1.1	501	131.631	396.389	83.9071
Solyc00g500084.1.1	1219	798.68	47.3938	1.65343
Solyc00g500085.1.1	537	153.17	15	2.72869
Solyc00g500086.1.1	1071	650.68	0	0
Solyc00g500087.1.1	1626	1205.68	0	0
Solyc00g500088.1.1	3005	2584.68	834.628	8.9975
Solyc00g500089.1.1	18682	18261.7	0	0
Solyc00g500090.1.1	834	414.004	0	0
Solyc00g500091.1.1	728	310.393	0	0
Solyc00g011670.1.1	183	34.2333	0	0
Solyc00g011660.1.1	933	512.758	0	0
Solyc00g500092.1.1	1097	676.68	0	0
Solyc00g500093.1.1	603	200.743	0	0
Solyc00g500094.1.1	1359	938.68	0	0
