target_id	length	eff_length	est_counts	tpm
Solyc00g500001.1.1	681	275.563	0	0
Solyc00g500002.1.1	816	408.603	17	1.29955
Solyc00g500003.1.1	1665	1257.41	0	0
Solyc00g500004.1.1	821	413.593	0	0
Solyc00g500005.1.1	252	51.1381	0	0
Solyc00g500006.1.1	180	33.5028	0	0
Solyc00g500007.1.1	507	136.256	0	0
Solyc00g500008.1.1	498	131.098	0	0
Solyc00g500009.1.1	327	69.6173	0	0
Solyc00g500010.1.1	692	286.084	0	0
Solyc00g500011.1.1	8288	7880.41	0	0
Solyc00g500012.1.1	3985	3577.41	1	0.00873127
Solyc00g500013.1.1	627	225.777	0	0
Solyc00g500014.1.1	5324	4916.41	0	0
Solyc00g500015.1.1	5552	5144.41	0	0
Solyc00g500016.1.1	369	80.6948	0	0
Solyc00g500017.1.1	372	81.5605	0	0
Solyc00g500018.1.1	1417	1009.41	0	0
Solyc00g014290.1.1	327	69.6173	0	0
Solyc00g005280.1.1	411	92.8619	0	0
Solyc00g500019.1.1	372	81.5605	12.9891	4.97445
Solyc00g500020.1.1	1305	897.406	33.8702	1.17889
Solyc00g500021.1.1	324	68.9755	126	57.0586
Solyc00g500022.1.1	810	402.633	94	7.29228
Solyc00g180440.1.1	252	51.1381	116	70.8531
Solyc00g500023.1.1	1023	615.406	1611.77	81.8061
Solyc00g500024.1.1	1527	1119.41	97	2.70663
Solyc00g500025.1.1	195	37.0351	20	16.8679
Solyc00g500026.1.1	207	40.3097	2	1.54976
Solyc00g500027.1.1	702	295.804	48	5.06854
Solyc00g500028.1.1	450	107.673	22.9293	6.65165
Solyc00g500029.1.1	273	56.494	0	0
Solyc00g500030.1.1	417	94.9523	42.5	13.9807
Solyc00g500031.1.1	771	363.791	112.641	9.67142
Solyc00g500032.1.1	357	77.3807	137.5	55.5029
Solyc00g500033.1.1	507	136.256	0	0
Solyc00g500034.1.1	1059	651.406	1414.94	67.8471
Solyc00g500035.1.1	429	99.3235	205.594	64.6552
Solyc00g500036.1.1	402	89.8718	546.358	189.889
Solyc00g500037.1.1	6624	6216.41	17.0233	0.0855364
Solyc00g500038.1.1	216	42.3907	0	0
Solyc00g500039.1.1	501	132.819	141.389	33.2509
Solyc00g500040.1.1	567	176.347	0	0
Solyc00g500041.1.1	1092	684.406	107	4.88332
Solyc00g500042.1.1	3097	2689.41	4054.5	47.0898
Solyc00g500043.1.1	1848	1440.41	3.00235	0.0651062
Solyc00g500044.1.1	501	132.819	141.389	33.2509
Solyc00g500045.1.1	216	42.3907	0	0
Solyc00g500046.1.1	6624	6216.41	17.0233	0.0855364
Solyc00g500047.1.1	885	477.478	4063.13	265.798
Solyc00g277510.1.1	201	38.587	0	0
Solyc00g500048.1.1	1356	948.406	19	0.625756
Solyc00g500049.1.1	294	62.0493	4.62643	2.32892
Solyc00g500050.1.1	1524	1116.41	0	0
Solyc00g500051.1.1	1101	693.406	8.39235	0.378043
Solyc00g500052.1.1	4974	4566.41	3.35581	0.0229546
Solyc00g500053.1.1	675	269.865	16	1.85191
Solyc00g500054.1.1	2331	1923.41	68	1.10429
Solyc00g500055.1.1	378	83.1721	7	2.62885
Solyc00g500056.1.1	2205	1797.41	28.3333	0.492376
Solyc00g500057.1.1	1962	1554.41	37.4262	0.752068
Solyc00g500058.1.1	390	86.4751	334.492	120.821
Solyc00g500059.1.1	258	52.6226	36.3214	21.5594
Solyc00g500060.1.1	1130	722.406	136.423	5.89863
Solyc00g500061.1.1	477	120.056	38	9.88653
Solyc00g500062.1.1	765	357.818	43	3.75363
Solyc00g500063.1.1	4149	3741.41	26924.8	224.783
Solyc00g500064.1.1	1497	1089.41	6632.15	190.156
Solyc00g500065.1.1	1176	768.406	39	1.58533
Solyc00g500066.1.1	348	75.1314	10.0109	4.16194
Solyc00g500067.1.1	1305	897.406	33.8702	1.17889
Solyc00g500068.1.1	324	68.9755	126	57.0586
Solyc00g500069.1.1	189	35.7324	91	79.5471
Solyc00g500070.1.1	402	89.8718	3.23298	1.12363
Solyc00g500071.1.1	1527	1119.41	97	2.70663
Solyc00g500072.1.1	207	40.3097	2	1.54976
Solyc00g500073.1.1	759	351.858	0	0
Solyc00g500074.1.1	273	56.494	0	0
Solyc00g500075.1.1	417	94.9523	42.5	13.9807
Solyc00g500076.1.1	771	363.791	112.641	9.67142
Solyc00g500077.1.1	357	77.3807	137.5	55.5029
Solyc00g500078.1.1	507	136.256	0	0
Solyc00g500079.1.1	429	99.3235	205.594	64.6552
Solyc00g500080.1.1	402	89.8718	546.358	189.889
Solyc00g500081.1.1	6624	6216.41	17.0233	0.0855364
Solyc00g500082.1.1	216	42.3907	0	0
Solyc00g500083.1.1	501	132.819	141.389	33.2509
Solyc00g500084.1.1	1219	811.406	264.01	10.1631
Solyc00g500085.1.1	537	155.061	16.5364	3.33108
Solyc00g500086.1.1	1071	663.406	0	0
Solyc00g500087.1.1	1626	1218.41	0	0
Solyc00g500088.1.1	3005	2597.41	2481.51	29.8416
Solyc00g500089.1.1	18682	18274.4	0	0
Solyc00g500090.1.1	834	426.556	0	0
Solyc00g500091.1.1	728	321.189	0	0
Solyc00g011670.1.1	183	34.2484	0	0
Solyc00g011660.1.1	933	525.441	0	0
Solyc00g500092.1.1	1097	689.406	0	0
Solyc00g500093.1.1	603	205.025	1	0.152349
Solyc00g500094.1.1	1359	951.406	4	0.131323
Solyc00g500095.1.1	1516	1108.41	0	0
Solyc00g500096.1.1	1089	681.406	0	0
Solyc00g011560.1.1	1072	664.406	2.8208	0.132613
Solyc00g500097.1.1	611	211.902	0	0
Solyc00g500098.1.1	1083	675.406	0	0
Solyc00g500099.1.1	489	126.11	68.1277	16.8741
Solyc00g500100.1.1	1797	1389.41	21.3013	0.478874
Solyc00g500101.1.1	408	91.8034	3.99213	1.35829
Solyc00g500102.1.1	672	267.013	0	0
Solyc00g153980.1.1	168	30.7192	0	0
Solyc00g309530.1.1	159	28.5817	3	3.27852
Solyc00g164580.1.1	534	153.094	12	2.44831
Solyc00g210860.1.1	261	53.6065	10	5.82677
Solyc00g025400.2.1	721	314.32	16	1.58999
Solyc00g022070.1.1	153	27.5438	8	9.07219
Solyc00g022080.1.1	213	41.8406	9	6.71877
Solyc00g022090.1.1	354	76.6325	3	1.2228
Solyc00g022100.1.1	480	121.609	12.8118	3.29072
Solyc00g500103.1.1	861	453.502	0	0
Solyc00g072800.2.1	626	224.901	43	5.97203
Solyc00g500104.1.1	792	384.702	0	0
Solyc00g500105.1.1	1112	704.406	0	0
Solyc00g500106.1.1	483	123.15	14	3.55092
Solyc00g500107.1.1	489	126.11	29	7.18282
Solyc00g500108.1.1	183	34.2484	5	4.5601
