target_id	length	eff_length	est_counts	tpm
Solyc00g500001.1.1	681	261.95	0	0
Solyc00g500002.1.1	816	391.159	33	2.69958
Solyc00g500003.1.1	1665	1239.73	0	0
Solyc00g500004.1.1	821	396.128	0	0
Solyc00g500005.1.1	252	52.873	0	0
Solyc00g500006.1.1	180	33.449	0	0
Solyc00g500007.1.1	507	132.54	0	0
Solyc00g500008.1.1	498	127.765	0	0
Solyc00g500009.1.1	327	70.3043	0	0
Solyc00g500010.1.1	692	271.941	0	0
Solyc00g500011.1.1	8288	7862.73	0	0
Solyc00g500012.1.1	3985	3559.73	0	0
Solyc00g500013.1.1	627	215.709	0	0
Solyc00g500014.1.1	5324	4898.73	0	0
Solyc00g500015.1.1	5552	5126.73	0	0
Solyc00g500016.1.1	369	80.4136	0	0
Solyc00g500017.1.1	372	80.9926	0	0
Solyc00g500018.1.1	1417	991.725	0	0
Solyc00g014290.1.1	327	70.3043	0	0
Solyc00g005280.1.1	411	91.2939	0	0
Solyc00g500019.1.1	372	80.9926	0	0
Solyc00g500020.1.1	1305	879.725	31.9522	1.16222
Solyc00g500021.1.1	324	69.5272	116.484	53.6103
Solyc00g500022.1.1	810	385.229	87	7.22664
Solyc00g180440.1.1	252	52.873	47	28.4446
Solyc00g500023.1.1	1023	597.725	1446	77.411
Solyc00g500024.1.1	1527	1101.73	63	1.8298
Solyc00g500025.1.1	195	37.3807	14	11.9844
Solyc00g500026.1.1	207	40.4205	0.5	0.395827
Solyc00g500027.1.1	702	281.168	43	4.89372
Solyc00g500028.1.1	450	104.984	24.237	7.38739
Solyc00g500029.1.1	273	57.7649	4.81172	2.66546
Solyc00g500030.1.1	417	93.2002	35.5	12.1884
Solyc00g500031.1.1	771	346.919	138.217	12.7488
Solyc00g500032.1.1	357	77.3643	175	72.3825
Solyc00g500033.1.1	507	132.54	0	0
Solyc00g500034.1.1	1059	633.725	1841.85	93.0016
Solyc00g500035.1.1	429	97.2585	182.697	60.1091
Solyc00g500036.1.1	402	88.75	564.547	203.549
Solyc00g500037.1.1	6624	6198.73	14.4797	0.0747467
Solyc00g500038.1.1	216	43.4	0	0
Solyc00g500039.1.1	501	129.294	104.143	25.7745
Solyc00g500040.1.1	567	169.94	0	0
Solyc00g500041.1.1	1092	666.725	105	5.0394
Solyc00g500042.1.1	3097	2671.73	2360.94	28.2767
Solyc00g500043.1.1	1848	1422.73	1.84712	0.0415443
Solyc00g500044.1.1	501	129.294	104.143	25.7745
Solyc00g500045.1.1	216	43.4	0	0
Solyc00g500046.1.1	6624	6198.73	14.4797	0.0747467
Solyc00g500047.1.1	885	459.911	5003.24	348.108
Solyc00g277510.1.1	201	38.7118	0	0
Solyc00g500048.1.1	1356	930.725	27.4	0.942031
Solyc00g500049.1.1	294	62.1367	2.40458	1.2383
Solyc00g500050.1.1	1524	1098.73	0	0
Solyc00g500051.1.1	1101	675.725	32.1383	1.52191
Solyc00g500052.1.1	4974	4548.73	2.89545	0.0203687
Solyc00g500053.1.1	675	256.627	5.7274	0.714154
Solyc00g500054.1.1	2331	1905.73	61.9355	1.03996
Solyc00g500055.1.1	378	82.3913	10.6667	4.1427
Solyc00g500056.1.1	2205	1779.73	39.3333	0.707203
Solyc00g500057.1.1	1962	1536.73	61.4519	1.2796
Solyc00g500058.1.1	390	85.6773	222.499	83.0996
Solyc00g500059.1.1	258	54.2721	27.323	16.1097
Solyc00g500060.1.1	1130	704.725	64.4017	2.92424
Solyc00g500061.1.1	477	117.037	32	8.74909
Solyc00g500062.1.1	765	341.098	88	8.25543
Solyc00g500063.1.1	4149	3723.73	22165.3	190.473
Solyc00g500064.1.1	1497	1071.73	7045.6	210.364
Solyc00g500065.1.1	1176	750.725	16	0.681986
Solyc00g500066.1.1	348	75.2246	12	5.10455
Solyc00g500067.1.1	1305	879.725	31.9522	1.16222
