"target_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"annotation"
"Solyc01g006050"	304.180882897295	2.47345332363991	0.63231479284656	3.91174356763804	9.16321787500316e-05	0.00557429087396025	"transmembrane protein 45B-like (AHRD V3.3 *** A0A2I4DQK0_9ROSI)"
"Solyc01g010180"	234.275244938942	7.98133192630809	2.1854131998652	3.65209285218941	0.000260111795033052	0.0134691107704831	"Unknown protein"
"Solyc01g060130"	225.024026893603	24.0875401994119	3.53395226442327	6.81603439919212	9.35878959796613e-12	4.51788020430849e-09	"TOMGTPASE  Mill. GTPase"
"Solyc01g079470"	567.013485249394	3.96120489587225	1.2256895012924	3.23181759466442	0.0012300554780269	0.0450067976251162	"Calvin cycle protein CP12-2, chloroplastic (AHRD V3.11 *** tr|A0A2G2XQT2|A0A2G2XQT2_CAPBA)"
"Solyc01g081340"	728.940292887219	7.86787097477828	1.755535988115	4.48174861013609	7.40339219928636e-06	0.000675559538184881	NA
"Solyc01g081600"	249.125042137328	5.05105997980759	1.28043182041992	3.94480978936549	7.98633465900404e-05	0.00497981242383314	"Non-specific lipid-transfer protein (AHRD V3.3 *** K4AY52_SOLLC)"
"Solyc01g087180"	86.2791759292099	22.7599570338609	2.88666985957609	7.8845029535879	3.15789939747961e-15	3.15053096555216e-12	"Expressed protein Chr1:2475508-2475942 FORWARD LENGTH=144 201606 (AHRD V3.11 *** AT1G07985.1)"
"Solyc01g087390"	113.976451490188	6.20854903559395	1.88307894740308	3.29702004483458	0.000977165270666099	0.0381140023619391	"RING/FYVE/PHD-type zinc finger family protein (AHRD V3.3 *-* A0A178V841_ARATH)"
"Solyc01g091670"	2072.53121874901	8.92249938784704	2.61775220672105	3.40845835787613	0.000653310556475504	0.0277749786297043	"3-oxo-Delta(4,5)-steroid 5-beta-reductase (AHRD V3.3 *** A0A2G3DDY0_CAPCH)"
"Solyc01g095530"	2081.89441064242	27.1981285634495	3.22790353499041	8.42594218464781	3.57858859463801e-17	6.69419728984473e-14	"hypothetical protein (AHRD V3.3 *-* AT5G41761.1)"
"Solyc01g096510"	55.1280282049027	20.6587054250633	3.43018480006952	6.02262170383492	1.71614234899781e-09	4.07651908773844e-07	"Sigma factor binding protein 1, chloroplastic (AHRD V3.3 *** A0A2G2W6X7_CAPBA)"
"Solyc01g099600"	349.771445643133	6.4143783969089	1.35787617296014	4.7238316163437	2.31442069055932e-06	0.000245640465490924	"heavy metal-associated isoprenylated plant protein 3-like (AHRD V3.3 *** A0A1S3XS77_TOBAC)"
"Solyc01g099800"	412.431193687075	7.10707463120939	1.25959839894813	5.64233380825539	1.67760441764273e-08	3.06162806219798e-06	"Unknown protein"
"Solyc01g100000"	369.331744825755	3.15059203241683	0.938303341905698	3.35775424823487	0.000785784408884844	0.0323946657822636	"F-box domain, Phloem protein 2-like protein (AHRD V3.3 *** A0A2U1MNC1_ARTAN)"
"Solyc01g100540"	261.975814383167	3.05815124769988	0.897222824179936	3.4084635001289	0.000653298243517055	0.0277749786297043	"HIT zinc finger and PAPA-1-like domain-containing protein (AHRD V3.3 *-* Q8GYE3_ARATH)"
"Solyc01g100770"	3308.57436426991	8.44430883651625	1.34687735164277	6.26954549812335	3.62103480738415e-10	1.12893303942716e-07	"DUF538 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3CLQ5|A0A1Q3CLQ5_CEPFO)"
"Solyc01g101070"	531.359190833479	8.53262821879206	1.7386550731517	4.90760263525114	9.21964107570036e-07	0.000111267684433755	"ABC transporter-like (AHRD V3.3 *** A0A200R1R9_9MAGN)"
"Solyc01g102400"	323.465140376859	4.73216772190469	0.620965962404554	7.62065557277956	2.52390571170578e-14	2.09834716531539e-11	"Germin-like protein (AHRD V3.3 *** O65358_SOLTU)"
"Solyc01g102490"	375.919656123625	1.86872108292841	0.522602468923659	3.57579842050343	0.000349160625456164	0.0171881209208931	"NADPH:adrenodoxin oxidoreductase, mitochondrial (AHRD V3.3 *** A0A2G2XXN3_CAPAN)"
"Solyc01g102500"	945.542154050018	1.68820134277635	0.373647118287822	4.51817038095266	6.23762830906684e-06	0.000579789488479412	"netrin receptor DCC (AHRD V3.3 *-* AT3G50910.1)"
"Solyc01g102530"	561.778606102312	2.32165186130812	0.693134242772563	3.34949814630629	0.000809580974003789	0.033102129169308	"SNARE associated Golgi protein (AHRD V3.11 *** tr|A0A200R1H8|A0A200R1H8_9MAGN)"
