"Sequence_ID"	"Functional.annotation"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"CV"	"F1"	"F1_hab"	"F2_127"	"F2_151"	"F2_28"	"F2_411"	"F2_445"	"F2_73"	"PI127826"
"Solyc04g010210"	"ABC transporter G family member 1 "	86.229656426988	-2.4791493026391	0.719268373083437	-3.44676534575156	0.000567341122796315	0.0422621556933785	4	15	304	109	21	47	46	42	64	221
"Solyc04g055120"	"Uncharacterized ABC transporter ATP-binding protein sll0182 "	4641.79159933216	-0.566404145459211	0.168776000646513	-3.35595193208481	0.000790923141979629	0.0510134095299755	3572	4679	6334	4469	3277	4870	3665	3722	5142	7399
"Solyc01g006720"	"ABC transporter G family member 22 "	784.882849740306	2.20910566650831	0.754890673450729	2.92639152158301	0.0034291907415596	0.113616373456651	1289	942	42	383	1869	499	1867	437	418	30
"Solyc08g006880"	"ABC transporter C family member 2 "	7837.18854643924	-0.425014848589099	0.148732392451164	-2.85758093166323	0.00426883757641476	0.123229510768196	8024	8241	10557	8313	5099	7468	6754	6151	7925	11293
"Solyc10g024420"	"ABC transporter C family member 9 "	66.8140832939538	2.08819003706276	0.842681796263048	2.47802912834126	0.0132110359495745	0.202212511188455	115	94	0	16	135	50	75	118	52	9
"Solyc00g164680"	"ABC transporter G family member 11 "	429.041102913515	0.943272829533874	0.385191708610382	2.44883991126607	0.0143317131130997	0.210030509229084	377	680	166	383	633	389	535	571	356	164
"Solyc04g051800"	"ABC transporter ATP-binding protein "	5289.40030001041	1.02261065063425	0.43004627237015	2.37790841668793	0.0174111496756581	0.229855045526551	12018	12845	2055	4389	1910	3939	6573	4606	3236	4029
"Solyc01g080640"	"Multidrug resistance protein ABC transporter family "	3656.4746812192	0.692506126648674	0.312775280289383	2.21406923848957	0.0268240163475838	0.276013075929355	10178	3654	2524	3124	3506	3003	3498	3014	2133	3400
"Solyc05g051530"	"ABC transporter G family member 11 "	102.758162783286	2.57890271816065	1.2026579235032	2.14433603085457	0.0320059717940045	0.297954683657171	0	605	30	4	165	74	107	15	19	25
"Solyc00g233480"	"ABC transporter-like protein "	19.8017267301045	3.23527187246089	1.53220659445783	2.11151151820077	0.0347283689469088	0.30837695660549	0	162	1	2	13	10	13	0	1	6
"Solyc03g019760"	"ABC transporter G family member 11 "	11990.3998888447	-0.723828407512178	0.344003935803072	-2.10412827348155	0.0353672591385322	0.310019089992868	11910	7105	23325	6860	8149	10788	9432	9345	11499	24451
"Solyc06g036490"	"Multidrug resistance protein ABC transporter family "	2101.83532386935	0.721626479828129	0.347172938703856	2.07857928824253	0.0376560362956361	0.316233397552858	5472	2137	1548	1761	1961	1001	2900	1329	1456	2293
