"Sequence_ID"	"Functional.annotation"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Solyc02g031770"	"ATP synthase mitochondrial F1 complex assembly factor 1 "	196.643432390776	-0.702511640704341	0.301690505090632	-2.32858385945324	0.0198811219476673	0.243882318823973
"Solyc03g097750"	"Translocon-associated protein subunit beta "	199.610740435988	-0.702269727050205	0.508798528113543	-1.38025109792277	0.167509346034177	0.576637923111992
"Solyc07g053820"	"Checkpoint serine/threonine-protein kinase BUB1 "	74.8878596466751	-0.702110388335716	0.550085453197584	-1.27636603413966	0.20182615721979	0.617057840744497
"Solyc03g083180"	"Unknown Protein "	20.8036122189538	-0.702027899321693	1.2057784926398	-0.582219622929872	0.56041875743413	0.858749232800699
"Solyc02g071475"	NA	36.763138216823	-0.701942782254421	1.14635144884286	-0.612327731572172	0.540320945427981	0.848634139100185
"Solyc07g066180"	"ATP/GTP-binding protein "	102.850408681946	-0.70191349349581	0.7432677727193	-0.944361533297492	0.344984931422179	0.73081257821075
"Solyc12g097060"	"Genomic DNA chromosome 3 BAC clone F14O13 "	60.4096196648267	-0.701651516237542	0.928613068004535	-0.755590827237977	0.449894557235686	0.799537284727333
"Solyc05g013960"	"Oxysterol-binding family protein "	1510.55846952567	-0.701492206306488	0.272431132607239	-2.57493407450543	0.0100259194334441	0.178470590954856
"Solyc02g093520"	"Copine-like protein "	1074.1420540779	-0.701467611021221	0.261643283139661	-2.681007525222	0.00734008653016758	0.156611704070211
"Solyc03g034090"	"BAC19.4 "	147.56536038217	-0.701458721996152	0.44498230101876	-1.57637443194978	0.114939537202238	0.500791271340771
"Solyc03g093610"	"Ethylene responsive transcription factor 1b "	207.578066799457	-0.70141940888846	0.616186625445598	-1.13832300138164	0.25498563282079	0.667739868253208
"Solyc01g087330"	"PHD finger family protein "	21.2028938471691	-0.701380467278624	0.58324702584211	-1.20254443863807	0.229152659602204	0.647762891211373
"Solyc01g006825"	NA	3567.8281259022	-0.701273404422772	0.512408106780122	-1.36858374241861	0.171129428773213	0.582683927043567
"Solyc08g006240"	"B3 domain-containing protein LOC_Os12g40080 "	93.6415404598922	-0.700933865932522	0.749557794985764	-0.935129846719604	0.34972138663732	0.73363870896596
"Solyc08g077510"	"Poly"	6575.4471874876	-0.699850356654122	0.247888249527161	-2.82324941980536	0.00475395717313908	0.129963029123368
"Solyc06g060520"	"Unknown Protein "	229.338456848821	-0.69973474072871	0.356206287984537	-1.96440872699891	0.049482711599883	0.354957246052698
"Solyc01g011393"	NA	22.5923848332689	-0.699730629321767	0.915540382825126	-0.764281557043475	0.444699473579408	0.7951426439723
"Solyc11g010260"	"Pentatricopeptide repeat-containing protein "	85.0286925027629	-0.699624150022205	0.365031128059083	-1.91661503976988	0.0552868558980608	0.374625865823404
"Solyc06g063040"	"Alcohol dehydrogenase zinc-binding domain protein "	24.9358811088534	-0.699506910431141	1.46149239665026	-0.47862507669175	0.632205375325591	0.892448959084928
"Solyc08g075690"	"Acyl-CoA-binding protein "	6413.09965324417	-0.699423855516324	0.575003899988649	-1.21638106372867	0.22383979408839	0.642928896890349
"Solyc04g071650"	"Cellulose synthase "	25547.8703744082	-0.699103515421814	0.595421162010812	-1.17413279880892	0.240341837883743	0.657887297546692
"Solyc02g071875"	NA	386.561414243013	-0.699002736071394	0.345976179176413	-2.02037821718059	0.0433441711272822	0.33631437494585
"Solyc04g078690"	"BHLH transcription factor "	394.271574054244	-0.698906588627184	0.418584839195244	-1.66968920797723	0.0949808700594531	0.46397990126699
"Solyc03g112060"	"Quinolinate synthase A "	344.856812003304	-0.698719422311619	0.162698461383235	-4.29456687156857	1.75034718250167e-05	0.00445273661433398
"Solyc01g099910"	"Epoxide hydrolase "	798.203471258262	-0.698420030895366	0.671971572036	-1.0393594907285	0.298637576546531	0.702070809281959
"Solyc02g032950"	"Transcription factor WRKY "	2432.09751506664	-0.698293762328111	0.38991009737474	-1.79090966617617	0.0733077922800664	0.420518546493794
"Solyc11g069600"	"Inter-alpha-trypsin inhibitor heavy chain H4 "	1225.78168300408	-0.698227008912587	0.411003000156081	-1.69883676919008	0.0893499435184583	0.452413530696865
"Solyc08g023460"	"Cell cycle control protein "	807.09207250214	-0.698185586560602	0.346533141516679	-2.01477291177645	0.0439284485505358	0.337548491624091
"Solyc12g019410"	"Kinase family protein "	1622.47479454778	-0.697995406284838	0.28407831276882	-2.45705277351763	0.0140082106785805	0.207574303934752
"Solyc11g069390"	"Unknown Protein "	14.5800289387886	-0.697756546695136	0.826193722076856	-0.844543510862248	0.398365760093598	0.76854551097396
"Solyc09g009020"	"Enolase "	15681.8413854946	-0.697659669173954	0.407376706241799	-1.7125664243548	0.0867923346668057	0.447684567678689
"Solyc06g071290"	"Betaine aldehyde dehydrogenase "	2359.48666840474	-0.697546179025997	0.325591787886556	-2.14239487904111	0.0321617196308676	0.298540333563229
"Solyc08g015690"	"Late-embryogenesis abundant protein 2 "	10279.9409396195	-0.697500748703393	0.384707045165194	-1.81306986048016	0.0698210470497991	0.413627234365239
"Solyc06g060790"	"3-isopropylmalate dehydratase small subunit "	3214.65496844507	-0.697339626675648	0.266459143943481	-2.61706022302452	0.00886906920211505	0.168365310887377
"Solyc12g009440"	"Bundle-sheath defective protein 2 family "	1596.07138174098	-0.696999432317526	0.275050150467324	-2.53408126166552	0.0112742583347098	0.187986087436877
"Solyc06g054530"	"MRNA complete cds clone RAFL24-13-K22 "	701.303865273414	-0.696835442988935	0.338210032095439	-2.06036301960521	0.0393638494269915	0.323026376431029
"Solyc10g054080"	"Kinesin like protein "	1673.98819555178	-0.696408687276502	0.401203489680067	-1.73579917720018	0.0825993496602918	0.438310080351996
"Solyc01g105630"	"Calmodulin "	55.7494192386087	-0.696365478855716	0.769527495565907	-0.904926052503962	0.365504563999754	0.74511028216215
"Solyc09g009900"	"Pollen-specific protein - like "	87.5664676213223	-0.696107553944668	0.792649331035405	-0.878203673035807	0.379833199085988	0.754637715041976
"Solyc12g099345"	NA	44.2384939721175	-0.696085051737072	0.499440116164541	-1.39373075811905	0.163398924358329	0.570233989079893
"Solyc06g059805"	NA	92.3739326529057	-0.695825761669075	0.364020591628928	-1.91150110095524	0.05594021544981	0.375834403509137
"Solyc04g008890"	"Splicing factor 3B subunit 5 "	368.737199197729	-0.695711963127476	0.404380912086787	-1.72043719753559	0.0853530003315536	0.445233849118437
"Solyc02g076700"	"Pentatricopeptide repeat-containing protein "	71.7143845883865	-0.695596284859839	0.405579258025324	-1.71506868533303	0.0863326347873779	0.446941839464806
"Solyc02g087390"	"Paired amphipathic helix protein SIN3 "	475.520002306872	-0.695571591768065	1.3907170344191	-0.500153212014552	0.616967200308532	0.885321758857353
"Solyc04g072840"	"tRNA-splicing endonuclease positive effector-related protein "	229.397449992815	-0.695542101111753	0.332200376195048	-2.09374266543086	0.0362829100448017	0.313061844037663
"Solyc02g086210"	"Receptor-like protein kinase "	275.495285909819	-0.695214793196548	0.564639752990313	-1.23125371445194	0.21822798727372	0.636753809875316
"Solyc10g079960"	"Unknown Protein "	122.116222188307	-0.69498896603537	0.294978420238067	-2.3560671505206	0.0184695786070029	0.235831461339982
"Solyc03g117110"	"DCN1-like protein 4 "	599.527308465387	-0.694869548038047	0.35655970758665	-1.94881679913085	0.0513173068409423	0.361663298994869
"Solyc03g026120"	"Dehydration-responsive family protein "	291.771557186851	-0.693905167562304	0.607778443307805	-1.14170743500832	0.2535756493023	0.666509559294111
"Solyc04g072060"	"Ras-related protein Rab-7a "	613.782921503064	-0.693861813846541	0.303206825684625	-2.28841092966769	0.0221136017481395	0.256119082513668
"Solyc01g103300"	"SWIB complex BAF60b domain-containing protein "	312.130501552744	-0.69366062541479	0.517871387428275	-1.33944574319789	0.180425606341989	0.594546683343795
"Solyc10g050890"	"Nitrite reductase "	1612.63535928463	-0.692127391797737	0.352223327004039	-1.96502428639486	0.0494114266903176	0.35455888262641
"Solyc06g034236"	NA	17.4365998471511	-0.692015632010521	1.28144041192019	-0.540029505526179	0.589176684520364	0.871434862248071
"Solyc02g088690"	"UDP-glucose 6-dehydrogenase "	3962.58013987771	-0.691966547438928	0.490656845853796	-1.4102861364032	0.158455210448337	0.564653445301886
"Solyc07g005710"	"Unknown Protein "	530.669311902123	-0.691952208493795	0.332248399990221	-2.08263518654766	0.0372844893725777	0.31549317414712
"Solyc02g005315"	NA	8.25430565467437	-0.691407552476503	1.26524941801236	-0.546459490621753	0.584750126280807	NA
"Solyc05g006700"	"Wall-associated receptor kinase-like 20 "	10.0170305936046	-0.69101079728607	1.03285447673987	-0.669030161409763	0.503476238157221	0.83071548878344
"Solyc04g007260"	"Thioesterase superfamily "	513.537897788608	-0.690369621133101	0.573740938030617	-1.20327760383077	0.228868912817703	0.647762891211373
"Solyc11g072830"	"Chitinase 2 "	72.7559242438563	-0.690352837528972	0.5725895532219	-1.20566788835813	0.227945571328485	0.646798791201841
"Solyc05g007580"	"Zinc finger-homeodomain protein 1 "	650.382245138743	-0.690002682190946	0.39062506114354	-1.76640658991768	0.0773276603132295	0.42862487900783
"Solyc12g094380"	"DSBA oxidoreductase "	43.3173222914153	-0.689989778826982	1.19637028676516	-0.57673597084447	0.564117829053701	0.860723020329556
