target_id	length	eff_length	est_counts	tpm
Solyc00g500001.1.1	681	591.873	0	0
Solyc00g500002.1.1	816	726.873	0	0
Solyc00g500003.1.1	1665	1575.87	2	0.0896436
Solyc00g500004.1.1	821	731.873	0	0
Solyc00g500005.1.1	252	162.873	0	0
Solyc00g500006.1.1	180	91	0	0
Solyc00g500007.1.1	507	417.873	0	0
Solyc00g500008.1.1	498	408.873	0	0
Solyc00g500009.1.1	327	237.873	0	0
Solyc00g500010.1.1	692	602.873	0	0
Solyc00g500011.1.1	8288	8198.87	0	0
Solyc00g500012.1.1	3985	3895.87	0	0
Solyc00g500013.1.1	627	537.873	1	0.13132
Solyc00g500014.1.1	5324	5234.87	0	0
Solyc00g500015.1.1	5552	5462.87	0	0
Solyc00g500016.1.1	369	279.873	0	0
Solyc00g500017.1.1	372	282.873	0	0
Solyc00g500018.1.1	1417	1327.87	0	0
Solyc00g014290.1.1	327	237.873	0	0
Solyc00g005280.1.1	411	321.873	0	0
Solyc00g500019.1.1	372	282.873	0	0
Solyc00g500020.1.1	1305	1215.87	22.1773	1.28834
Solyc00g500021.1.1	324	234.873	59.2627	17.8221
Solyc00g500022.1.1	810	720.873	118	11.562
Solyc00g180440.1.1	252	162.873	9	3.90304
Solyc00g500023.1.1	1023	933.873	1196.15	90.4709
Solyc00g500024.1.1	1527	1437.87	119	5.8457
Solyc00g500025.1.1	195	105.898	8.40532	5.6063
Solyc00g500026.1.1	207	117.879	0	0
Solyc00g500027.1.1	702	612.873	63.2167	7.28571
Solyc00g500028.1.1	450	360.873	9.31651	1.82351
Solyc00g500029.1.1	273	183.873	0	0
Solyc00g500030.1.1	417	327.873	10	2.15429
Solyc00g500031.1.1	771	681.873	16.0415	1.66169
Solyc00g500032.1.1	357	267.873	16.5	4.35076
Solyc00g500033.1.1	507	417.873	0	0
Solyc00g500034.1.1	1059	969.873	622	45.2987
Solyc00g500035.1.1	429	339.873	1040.02	216.139
Solyc00g500036.1.1	402	312.873	377.609	85.2479
Solyc00g500037.1.1	6624	6534.87	36.3749	0.393165
