gene,description.x,F2.28_concat,F2.73,F2.127,Elite_2020.x,PI127826_2020.x,log2ratio_P28,log2ratio_P73,log2ratio_P127,pval_P28,pval_P73,pval_P127
Solyc00g272810.1.1,N-acetyltransferase (B6SUK9_MAIZE),5.53594559922275,1.74747689037242,1.95752514628679,312.727536552988,18.5507417780097,-5.8199326821203,-7.48348907134296,-7.31973160761468,4.33027973114739e-05,0.000116068762875446,0.000189307702150901
Solyc01g006580.2.1,2-oxoglutarate-dependent dioxygenase (B9GL08_POPTR),899.283607340406,1022.27398086787,482.529948559693,14.9937859991159,145.75582825579,5.90633954921223,6.09127337995022,5.00818186558564,3.93055691292377e-05,0.000541468729873206,0.00445682676955549
Solyc01g007010.2.1,U-box domain-containing protein (D7LU64_ARALY),90.4204447873049,7.86364600667591,14.6814385971509,1567.92162162183,108.654344699771,-4.11606061813027,-7.63943934930467,-6.73871629141018,0.00270765703130968,8.46055062074248e-05,0.000549702511053584
Solyc01g007020.2.1,U-box domain-containing protein (D7LU64_ARALY),88.5751295875639,15.7272920133518,27.405352048015,5682.64489366491,445.217802672233,-6.00351708346898,-8.49714847124933,-7.69596108690575,2.57605021745799e-05,1.33388039167833e-05,9.09709708011579e-05
Solyc01g014520.1.1,Receptor-like protein kinase (Q39202_ARATH),56.5896661253881,300.566025144057,429.67676960995,2.14196942844512,209.358371494681,4.72352883137442,7.13260024223916,7.6481700808007,0.000804243724932257,7.20207399018383e-05,4.13192902148433e-05
Solyc01g079660.2.1,Long cell-linked locus protein (Q946U8_MAIZE),172.229418642485,58.5404758274762,28.3841146211584,3217.23808152458,286.211444575007,-4.22341920525191,-5.78024441951944,-6.82459515112136,0.00216324964270484,0.00248270048595292,0.000471924514793017
Solyc01g090120.2.1,Blue copper protein (B6UB13_MAIZE),357.376043683157,13.9798151229794,45.0230783645961,6350.93935533979,2332.09325209265,-4.15145516071144,-8.82748090189631,-7.14016148211101,0.00251584487128272,6.23447201428664e-06,0.000265425455934491
Solyc01g094140.2.1,Cytochrome P450,631.097798311393,134.555720558677,214.349003518403,2.14196942844512,148.405934224078,8.20278189092446,5.97312202823197,6.64488001086651,2.00277398106147e-08,0.000669333144832854,0.000296838166129869
Solyc01g095140.2.1,Late embryogenesis abundant protein (Fragment) (B7TGG5_PINSY),318.624424488598,239.404333981022,97.8762573143394,10763.3963779367,707.578293532656,-5.07813271794969,-5.49054031045606,-6.78095873991358,0.000304872649985424,0.00389587144918211,0.000510072443316368
Solyc01g095320.2.1,BCL-2-associated athanogene 6 (D7LDX9_ARALY),378.289615946888,34.0757993622623,137.026760240075,6700.08037217635,1884.22534345213,-4.14661532176335,-7.61928709090805,-5.61164882909705,0.00254132701012296,8.81638761039705e-05,0.00347018433417535
Solyc01g098240.1.1,RNA polymerase Rpb1 C-terminal repeat domain-containing protein (C5GU31_AJEDR),1222.82887236165,1211.87522347328,1931.09855681192,32.1295414266769,1507.91029595536,5.25017832127117,5.23719696425214,5.90937759638038,0.000225747012494659,0.0023214324115658,0.00108333533819053
Solyc01g105810.2.1,GDP dissociation inhibitor (manually curated),97.8017055862685,173.00021214687,308.310210540169,8.56787771378049,119.254768572919,3.51284983060176,4.33569210761667,5.16930096965262,0.00960531534042453,0.00891042607160765,0.00350903611486755
Solyc02g069140.1.1,Leucyl-tRNA synthetase (Q0IF77_AEDAE),86.1147093212427,51.5505682659865,133.111709947502,2.14196942844512,76.8530730803259,5.32924989226237,4.5889785368989,5.95755579251569,0.000184657869697566,0.00622751691479355,0.000999121557706546
Solyc02g079350.2.1,Equilibrative nucleoside transporter (B9H1Z9_POPTR),32.6005685287562,0.873738445186212,9.78762573143394,501.220846256159,58.3023313023162,-3.9424773897028,-9.16402923204635,-5.6783436734307,0.00385315078628727,2.79263637667345e-06,0.0031373340356554
Solyc02g080120.1.1,Gibberellin 2-beta-dioxygenase 7 (B6SZM8_MAIZE),287.869171159583,22.7171995748415,137.026760240075,4939.38150199445,413.416531052788,-4.10084520275096,-7.76440159197362,-5.17180082944147,0.00279409721427016,6.53841210919292e-05,0.00657730759530835
Solyc02g089550.2.1,Receptor like kinase,226.358664501552,125.818336106815,319.076598844746,4.28393885689025,418.716742989362,5.72352883137441,4.87626048897937,6.21882110549641,6.51629911047304e-05,0.00407189688462814,0.000638159261059417
Solyc03g025380.2.1,Peroxidase (Q58GF4_9ROSI),471.785586067094,31.4545840267036,62.6408046811772,6284.53830305799,1081.24323506114,-3.73560351285305,-7.64239266669402,-6.64856020440805,0.00577237470665749,8.40955201601516e-05,0.000643982155935407
Solyc03g044840.1.1,Helicase-like protein (Q9AYF0_ORYSJ),2179.31725089402,2269.09874214859,4339.83324931781,34.271510855122,1627.16506452828,5.99072262543571,6.04896578621546,6.98448600613265,3.09750883256847e-05,0.000584402954370041,0.000156404932571788
Solyc03g115970.1.1,Unknown Protein,15.9927317310879,2.62121533555864,9.78762573143394,464.807365972592,21.2008477462968,-4.86114463898599,-7.47025324418626,-5.56953018629178,0.000516210840035833,0.000119192507280422,0.00369639580137909
Solyc04g007760.2.1,Major latex-like protein (B5THI3_PANGI),102.107441052331,61.1616911630348,58.7257543886036,2.14196942844512,50.3520133974549,5.57500630666433,4.83561850448203,4.77698354687386,9.72279798544435e-05,0.00432934801820534,0.00621602288215205
Solyc04g014310.1.1,Unknown Protein,88.5751295875639,6.9899075614897,267.202182468146,9810.21998227867,723.478929342378,-6.79124000622459,-10.4547963954472,-5.19828179079912,2.35219023068888e-06,9.84267567566641e-08,0.00633684928870239
Solyc04g014320.1.1,Unknown Protein,2201.46103329091,8.73738445186212,958.208559107382,31953.8999335444,4923.89688907743,-3.85945880768966,-11.836502928999,-5.05950851055441,0.00454130845840432,1.7145609218557e-09,0.00768893627604571
Solyc04g018100.2.1,Sodium/hydrogen exchanger Na+ H+ antiporter (Q8IET0_PLAF7),11.6869962650258,1.74747689037242,3.91505029257357,246.326484271189,45.0518014608807,-4.39759566218339,-7.13915456340732,-5.97539709967904,0.0014876613801696,0.000228365076644712,0.00197741884298037
Solyc04g045310.2.1,Extracellular ligand-gated ion channel (D7LAY2_ARALY),626.176957778751,705.980663710459,1472.05891000766,4.28393885689025,617.474690610894,7.1914887213931,7.36454697028885,8.42468180294297,7.48838806972576e-07,4.42997390135118e-05,7.61805622285274e-06
Solyc04g053130.2.1,LHC-related protein (D8SUY7_SELML),1915.43717733107,232.414426419532,407.165230427652,27365.8014178149,3143.0256783885,-3.83662849301479,-6.87953067437299,-6.0706159280048,0.00474886482118167,0.000373094195527746,0.00169810130939828
Solyc04g071960.2.1,2,3300.65378726992,1004.79921196414,949.399695949092,38.5554497120122,1902.77608523014,6.41967321313561,4.70382863192648,4.62200888689752,8.80232913039884e-06,0.00526717572825395,0.0077160752741686
Solyc04g079760.2.1,Os07g0656700 protein (Fragment) (Q0D403_ORYSJ),30.140148262435,1.74747689037242,9.78762573143394,533.350387682836,58.3023313023162,-4.14532521263547,-8.25366644453103,-5.76798088591538,0.00254815880706187,2.29603963757278e-05,0.00273529053188627
Solyc04g081610.1.1,Unknown Protein,163.002842643781,385.318654327119,732.114404711258,8.56787771378049,87.4534969534743,4.24981542476797,5.49097033309458,6.41698741115298,0.00228215730684396,0.00153453452068076,0.000449393153110989
Solyc04g081720.1.1,Unknown Protein,139.013745047149,276.101348678843,479.593660840263,8.56787771378049,79.503179048613,4.02014583773259,5.01011623571416,5.80673089026791,0.0036585532359535,0.00331806075453263,0.00128486210728012
Solyc05g007950.2.1,LERNALE L.esculentum ribonuclease le (manually curated),53.5141407924866,17.4747689037242,43.0655532183093,4007.62480062083,315.362610226165,-6.22668347207465,-7.84133026081637,-6.54006927333815,1.34362684184052e-05,5.56838406735169e-05,0.000777147987768408
