target_id	length	eff_length	est_counts	tpm
Solyc00g500001.1.1	681	428.463	0	0
Solyc00g500002.1.1	816	560.726	0	0
Solyc00g500003.1.1	1665	1408.84	0	0
Solyc00g500004.1.1	821	565.698	0	0
Solyc00g500005.1.1	252	76.3336	0	0
Solyc00g500006.1.1	180	36.4867	0	0
Solyc00g500007.1.1	507	268.54	0	0
Solyc00g500008.1.1	498	260.681	0	0
Solyc00g500009.1.1	327	125.796	0	0
Solyc00g500010.1.1	692	439.103	0	0
Solyc00g500011.1.1	8288	8031.84	0	0
Solyc00g500012.1.1	3985	3728.84	0	0
Solyc00g500013.1.1	627	377.037	0	0
Solyc00g500014.1.1	5324	5067.84	0	0
Solyc00g500015.1.1	5552	5295.84	0	0
Solyc00g500016.1.1	369	155.864	0	0
Solyc00g500017.1.1	372	158.205	0	0
Solyc00g500018.1.1	1417	1160.84	0	0
Solyc00g014290.1.1	327	125.796	0	0
Solyc00g005280.1.1	411	187.873	0	0
Solyc00g500019.1.1	372	158.205	0	0
Solyc00g500020.1.1	1305	1048.84	59.5	1.121
Solyc00g500021.1.1	324	123.673	269.64	43.0831
Solyc00g500022.1.1	810	554.74	120	4.27454
Solyc00g180440.1.1	252	76.3336	49	12.6846
Solyc00g500023.1.1	1023	766.844	155.676	4.01156
Solyc00g500024.1.1	1527	1270.84	432.495	6.72491
Solyc00g500025.1.1	195	44.085	129.82	58.1898
Solyc00g500026.1.1	207	50.4835	1.07855	0.42217
Solyc00g500027.1.1	702	448.758	239.438	10.5433
Solyc00g500028.1.1	450	219.807	36.3183	3.26499
Solyc00g500029.1.1	273	89.3064	5.17137	1.14425
Solyc00g500030.1.1	417	192.631	8.5	0.871948
Solyc00g500031.1.1	771	516.25	27.7296	1.0614
Solyc00g500032.1.1	357	147.023	32.5	4.36812
Solyc00g500033.1.1	507	268.54	0	0
Solyc00g500034.1.1	1059	802.844	78	1.91982
Solyc00g500035.1.1	429	202.316	0	0
Solyc00g500036.1.1	402	180.745	77.0287	8.42138
Solyc00g500037.1.1	6624	6367.84	33.1512	0.102874
Solyc00g500038.1.1	216	55.4361	0	0
Solyc00g500039.1.1	501	263.273	1180.78	88.6257
Solyc00g500040.1.1	567	321.618	0	0
Solyc00g500041.1.1	1092	835.844	93.9697	2.22157
Solyc00g500042.1.1	3097	2840.84	72	0.500821
Solyc00g500043.1.1	1848	1591.84	0	0
Solyc00g500044.1.1	501	263.273	1180.78	88.6257
Solyc00g500045.1.1	216	55.4361	0	0
Solyc00g500046.1.1	6624	6367.84	33.1512	0.102874
Solyc00g500047.1.1	885	629.182	258.942	8.13249
Solyc00g277510.1.1	201	47.1771	855.61	358.379
Solyc00g500048.1.1	1356	1099.84	43.8	0.786938
Solyc00g500049.1.1	294	103.206	17.5548	3.36117
Solyc00g500050.1.1	1524	1267.84	4.79735e-07	7.4771e-09
Solyc00g500051.1.1	1101	844.844	1.00409	0.0234851
Solyc00g500052.1.1	4974	4717.84	21.6303	0.0905976
Solyc00g500053.1.1	675	422.623	33.7518	1.57812
Solyc00g500054.1.1	2331	2074.84	627.119	5.97258
Solyc00g500055.1.1	378	162.08	89	10.8507
Solyc00g500056.1.1	2205	1948.84	232.333	2.35577
Solyc00g500057.1.1	1962	1705.84	338.496	3.92114
Solyc00g500058.1.1	390	171.215	30	3.4624
Solyc00g500059.1.1	258	79.9679	19	4.695
Solyc00g500060.1.1	1130	873.844	22.6417	0.512003
Solyc00g500061.1.1	477	242.545	28	2.2812
Solyc00g500062.1.1	765	510.34	66	2.55554
Solyc00g500063.1.1	4149	3892.84	5246	26.6293
Solyc00g500064.1.1	1497	1240.84	0	0
Solyc00g500065.1.1	1176	919.844	50	1.07412
Solyc00g500066.1.1	348	140.594	61	8.57357
Solyc00g500067.1.1	1305	1048.84	59.5	1.121
Solyc00g500068.1.1	324	123.673	269.64	43.0831
Solyc00g500069.1.1	189	41.0704	16.3238	7.85399
Solyc00g500070.1.1	402	180.745	0	0
Solyc00g500071.1.1	1527	1270.84	432.495	6.72491
Solyc00g500072.1.1	207	50.4835	1.07855	0.42217
Solyc00g500073.1.1	759	504.429	4.10463	0.160795
Solyc00g500074.1.1	273	89.3064	5.17137	1.14425
Solyc00g500075.1.1	417	192.631	8.5	0.871948
Solyc00g500076.1.1	771	516.25	27.7296	1.0614
Solyc00g500077.1.1	357	147.023	32.5	4.36812
Solyc00g500078.1.1	507	268.54	0	0
Solyc00g500079.1.1	429	202.316	0	0
Solyc00g500080.1.1	402	180.745	77.0287	8.42138
Solyc00g500081.1.1	6624	6367.84	33.1512	0.102874
Solyc00g500082.1.1	216	55.4361	0	0
Solyc00g500083.1.1	501	263.273	1180.78	88.6257
Solyc00g500084.1.1	1219	962.844	0	0
Solyc00g500085.1.1	537	294.795	12	0.804375
Solyc00g500086.1.1	1071	814.844	2.8702	0.0696041
Solyc00g500087.1.1	1626	1369.84	0.000135973	1.96146e-06
Solyc00g500088.1.1	3005	2748.84	1.24945e-06	8.98184e-09
Solyc00g500089.1.1	18682	18425.8	0	0
Solyc00g500090.1.1	834	578.526	0	0
Solyc00g500091.1.1	728	474.154	0	0
Solyc00g011670.1.1	183	37.9372	0	0
Solyc00g011660.1.1	933	676.986	0	0
Solyc00g500092.1.1	1097	840.844	0	0
Solyc00g500093.1.1	603	354.589	4.99908	0.278588
Solyc00g500094.1.1	1359	1102.84	0	0
Solyc00g500095.1.1	1516	1259.84	0	0
Solyc00g500096.1.1	1089	832.844	0	0
Solyc00g011560.1.1	1072	815.844	0	0
Solyc00g500097.1.1	611	361.861	0	0
Solyc00g500098.1.1	1083	826.844	0	0
Solyc00g500099.1.1	489	252.854	12.4401	0.972192
Solyc00g500100.1.1	1797	1540.84	35.8299	0.4595
Solyc00g500101.1.1	408	185.609	3.8	0.404559
Solyc00g500102.1.1	672	419.729	2.24324	0.10561
Solyc00g153980.1.1	168	30.9361	1	0.638752
Solyc00g309530.1.1	159	26.842	2	1.47236
Solyc00g164580.1.1	534	292.191	6	0.405772
Solyc00g210860.1.1	261	81.7803	0	0
Solyc00g025400.2.1	721	467.378	60	2.53677
Solyc00g022070.1.1	153	24.1879	0	0
Solyc00g022080.1.1	213	53.7569	0	0
Solyc00g022090.1.1	354	144.892	0	0
Solyc00g022100.1.1	480	245.188	47.6283	3.83852
Solyc00g500103.1.1	861	605.32	0	0
Solyc00g072800.2.1	626	376.113	59	3.09978
Solyc00g500104.1.1	792	537.012	0	0
Solyc00g500105.1.1	1112	855.844	0	0
Solyc00g500106.1.1	483	247.683	15	1.19672
Solyc00g500107.1.1	489	252.854	1	0.0781499
Solyc00g500108.1.1	183	37.9372	12	6.25048
Solyc00g281110.1.1	369	155.864	4	0.507121
Solyc00g500109.1.1	303	109.135	0	0
Solyc00g500110.1.1	510	271.108	0	0
Solyc00g500111.1.1	453	222.31	7.20885	0.640775
Solyc00g500112.1.1	369	155.864	14.2002	1.8003
Solyc00g142160.1.1	319	120.131	2	0.328982
Solyc00g142170.2.1	1046	789.844	1.45017	0.0362806
Solyc00g500113.1.1	414	190.268	5.67425	0.589305
Solyc00g500114.1.1	615	365.649	0	0
