target_id	length	eff_length	est_counts	tpm
Solyc00g500001.1.1	681	437.709	0	0
Solyc00g500002.1.1	816	570.615	38	1.40121
Solyc00g500003.1.1	1665	1419.13	0	0
Solyc00g500004.1.1	821	575.594	0	0
Solyc00g500005.1.1	252	76.2704	0	0
Solyc00g500006.1.1	180	36.4113	0	0
Solyc00g500007.1.1	507	273.811	0	0
Solyc00g500008.1.1	498	265.819	0	0
Solyc00g500009.1.1	327	126.829	0	0
Solyc00g500010.1.1	692	448.459	0	0
Solyc00g500011.1.1	8288	8042.13	0	0
Solyc00g500012.1.1	3985	3739.13	0	0
Solyc00g500013.1.1	627	385.634	0	0
Solyc00g500014.1.1	5324	5078.13	0	0
Solyc00g500015.1.1	5552	5306.13	0	0
Solyc00g500016.1.1	369	158.261	0	0
Solyc00g500017.1.1	372	160.545	0	0
Solyc00g500018.1.1	1417	1171.13	0	0
Solyc00g014290.1.1	327	126.829	0	0
Solyc00g005280.1.1	411	191.496	0	0
Solyc00g500019.1.1	372	160.545	0	0
Solyc00g500020.1.1	1305	1059.13	53.9569	1.07192
Solyc00g500021.1.1	324	124.649	126.489	21.3514
Solyc00g500022.1.1	810	564.665	61.0594	2.27523
Solyc00g180440.1.1	252	76.2704	28	7.7244
Solyc00g500023.1.1	1023	777.128	111.418	3.01667
Solyc00g500024.1.1	1527	1281.13	162.5	2.66885
Solyc00g500025.1.1	195	43.8571	77.655	37.2557
Solyc00g500026.1.1	207	49.9317	4.1725	1.75826
Solyc00g500027.1.1	702	458.181	111	5.09741
Solyc00g500028.1.1	450	224.067	17.5195	1.64515
Solyc00g500029.1.1	273	89.6438	0	0
Solyc00g500030.1.1	417	196.435	8.5	0.910467
Solyc00g500031.1.1	771	525.99	16.5	0.660039
Solyc00g500032.1.1	357	149.016	4	0.564795
Solyc00g500033.1.1	507	273.811	0	0
Solyc00g500034.1.1	1059	813.128	31	0.802169
Solyc00g500035.1.1	429	206.408	10.0949	1.02906
Solyc00g500036.1.1	402	184.265	52.0076	5.93864
Solyc00g500037.1.1	6624	6378.13	24.0256	0.0792583
Solyc00g500038.1.1	216	54.9512	0	0
Solyc00g500039.1.1	501	268.552	328.214	25.7154
Solyc00g500040.1.1	567	328.803	0	0
Solyc00g500041.1.1	1092	846.128	30	0.746017
Solyc00g500042.1.1	3097	2851.13	17.1095	0.126265
Solyc00g500043.1.1	1848	1602.13	0	0
Solyc00g500044.1.1	501	268.552	328.214	25.7154
Solyc00g500045.1.1	216	54.9512	0	0
Solyc00g500046.1.1	6624	6378.13	24.0256	0.0792583
Solyc00g500047.1.1	885	639.231	104.279	3.43245
Solyc00g277510.1.1	201	46.7881	293.515	131.995
Solyc00g500048.1.1	1356	1110.13	6.4	0.121303
Solyc00g500049.1.1	294	103.475	5.49071	1.11649
Solyc00g500050.1.1	1524	1278.13	0	0
Solyc00g500051.1.1	1101	855.128	14.8827	0.366195
Solyc00g500052.1.1	4974	4728.13	0	0
Solyc00g500053.1.1	675	431.889	0	0
Solyc00g500054.1.1	2331	2085.13	314.667	3.17527
Solyc00g500055.1.1	378	165.114	51	6.49904
Solyc00g500056.1.1	2205	1959.13	119.333	1.28163
Solyc00g500057.1.1	1962	1716.13	170	2.08431
Solyc00g500058.1.1	390	174.621	14.5	1.74717
Solyc00g500059.1.1	258	80.0163	3	0.788871
Solyc00g500060.1.1	1130	884.128	4	0.0951937
Solyc00g500061.1.1	477	247.35	31	2.63702
Solyc00g500062.1.1	765	520.082	44	1.7801
Solyc00g500063.1.1	4149	3903.13	1986	10.7061
Solyc00g500064.1.1	1497	1251.13	0	0
Solyc00g500065.1.1	1176	930.128	84	1.9002
Solyc00g500066.1.1	348	142.201	31	4.58693
Solyc00g500067.1.1	1305	1059.13	53.9569	1.07192
Solyc00g500068.1.1	324	124.649	126.489	21.3514
Solyc00g500069.1.1	189	40.8354	0	0
Solyc00g500070.1.1	402	184.265	4.5815	0.523152
Solyc00g500071.1.1	1527	1281.13	162.5	2.66885
Solyc00g500072.1.1	207	49.9317	4.1725	1.75826
Solyc00g500073.1.1	759	514.146	0	0
Solyc00g500074.1.1	273	89.6438	0	0
Solyc00g500075.1.1	417	196.435	8.5	0.910467
Solyc00g500076.1.1	771	525.99	16.5	0.660039
Solyc00g500077.1.1	357	149.016	4	0.564795
Solyc00g500078.1.1	507	273.811	0	0
Solyc00g500079.1.1	429	206.408	10.0949	1.02906
Solyc00g500080.1.1	402	184.265	52.0076	5.93864
Solyc00g500081.1.1	6624	6378.13	24.0256	0.0792583
Solyc00g500082.1.1	216	54.9512	0	0
Solyc00g500083.1.1	501	268.552	328.214	25.7154
Solyc00g500084.1.1	1219	973.128	0	0
Solyc00g500085.1.1	537	300.895	6	0.419566
Solyc00g500086.1.1	1071	825.128	0	0
Solyc00g500087.1.1	1626	1380.13	3.93355	0.0599693
Solyc00g500088.1.1	3005	2759.13	27.5406	0.210022
Solyc00g500089.1.1	18682	18436.1	0	0
Solyc00g500090.1.1	834	588.499	8	0.286027
Solyc00g500091.1.1	728	483.662	0	0
Solyc00g011670.1.1	183	37.8867	0	0
Solyc00g011660.1.1	933	687.182	0	0
Solyc00g500092.1.1	1097	851.128	0	0
Solyc00g500093.1.1	603	362.749	0	0
Solyc00g500094.1.1	1359	1113.13	0	0
Solyc00g500095.1.1	1516	1270.13	0	0
Solyc00g500096.1.1	1089	843.128	5	0.124779
Solyc00g011560.1.1	1072	826.128	16.3748	0.417054
Solyc00g500097.1.1	611	370.379	0	0
Solyc00g500098.1.1	1083	837.128	4.78374e-08	1.20237e-09
Solyc00g500099.1.1	489	257.901	25.3333	2.06682
Solyc00g500100.1.1	1797	1551.13	0	0
Solyc00g500101.1.1	408	189.053	1.2	0.133555
Solyc00g500102.1.1	672	429.013	0	0
Solyc00g153980.1.1	168	30.9417	3	2.04005
Solyc00g309530.1.1	159	27.0084	0	0
Solyc00g164580.1.1	534	298.163	0	0
Solyc00g210860.1.1	261	81.9402	0	0
Solyc00g025400.2.1	721	476.801	13	0.57368
Solyc00g022070.1.1	153	24.5944	0	0
Solyc00g022080.1.1	213	53.2638	0	0
Solyc00g022090.1.1	354	146.764	4	0.573459
Solyc00g022100.1.1	480	249.975	12	1.01006
Solyc00g500103.1.1	861	615.356	0	0
Solyc00g072800.2.1	626	384.707	14	0.765705
Solyc00g500104.1.1	792	546.776	0	0
Solyc00g500105.1.1	1112	866.128	0	0
Solyc00g500106.1.1	483	252.627	10	0.832882
Solyc00g500107.1.1	489	257.901	59	4.81352
Solyc00g500108.1.1	183	37.8867	0	0
Solyc00g281110.1.1	369	158.261	4	0.531799
Solyc00g500109.1.1	303	109.744	0	0
Solyc00g500110.1.1	510	276.537	8	0.608695
Solyc00g500111.1.1	453	226.654	14.6677	1.36163
Solyc00g500112.1.1	369	158.261	0	0
Solyc00g142160.1.1	319	121.036	1	0.173839
Solyc00g142170.2.1	1046	800.128	36	0.946687
Solyc00g500113.1.1	414	193.917	8	0.868033
Solyc00g500114.1.1	615	374.223	7	0.393577
Solyc00g500115.1.1	558	320.41	0	0
Solyc00g500116.1.1	489	257.901	0	0
Solyc00g500117.1.1	1755	1509.13	0	0
Solyc00g500118.1.1	408	189.053	1.2	0.133555
Solyc00g500119.1.1	672	429.013	0	0
Solyc00g500120.1.1	264	83.8355	0	0
Solyc00g500121.1.1	819	573.601	0	0
Solyc00g015600.1.1	156	25.7842	0	0
Solyc00g500122.1.1	802	556.7	0	0
Solyc00g007330.1.1	889	643.215	0	0
Solyc00g007340.1.1	369	158.261	0	0
Solyc00g007350.1.1	888	642.223	0	0
Solyc00g500123.1.1	1071	825.128	0	0
Solyc00g500124.1.1	1629	1383.13	1.65756	0.0252156
Solyc00g500125.1.1	3519	3273.13	6.47919	0.0416505
Solyc00g500126.1.1	1848	1602.13	0	0
Solyc00g500127.1.1	216	54.9512	0	0
