"target_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"annotation"
"Solyc01g006050"	283.949797401675	2.35856818862803	0.519910345102737	4.53649020613731	5.71981444011557e-06	0.00369516355158438	"transmembrane protein 45B-like (AHRD V3.3 *** A0A2I4DQK0_9ROSI)"
"Solyc01g099880"	28.1702970644042	6.54331024682655	1.55632021340722	4.20434701705854	2.61836962898982e-05	0.0123341574335601	"Bidirectional sugar transporter SWEET (AHRD V3.11 *** tr|A0A1U8E5W8|A0A1U8E5W8_CAPAN)"
"Solyc01g102960"	95.4029195798563	4.62370157039456	1.05860010685729	4.36775090087715	1.25532548885195e-05	0.00675813443534079	"22.0 kDa class IV heat shock protein (AHRD V3.3 *** A0A2G3ATG3_CAPCH)"
"Solyc01g103060"	159.179262060851	4.03562275144271	0.865437121566772	4.66310336230631	3.11476207341295e-06	0.00234759617473134	NA
"Solyc01g103540"	13311.2820649697	2.19958574365773	0.550033378196082	3.99900411657125	6.36095738585433e-05	0.0234579628209071	"Evolutionarily conserved C-terminal region 2 (AHRD V3.3 *-* F4JDC2_ARATH)"
"Solyc01g104470"	6616.52694674866	2.05004340722635	0.529553341033283	3.87126895135103	0.000108270251760752	0.0330824143589507	"Ribosome assembly factor mrt4 (AHRD V3.3 *** A0A328DGN8_9ASTE)"
"Solyc01g105660"	195.373255219025	5.55358627755958	1.07266326646899	5.17738087166996	2.25022536082738e-07	0.000299293209609811	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (AHRD V3.3 *** F4INZ9_ARATH)"
"Solyc01g107070"	104.836087026977	2.65361473447843	0.621133232241698	4.27221503654122	1.93540801313404e-05	0.00972478012999418	NA
"Solyc01g107270"	69.4934379687656	4.42850965875667	1.13883560519387	3.88862943743559	0.000100811901553678	0.0312254507675373	"Phosphoribosylformylglycinamidine synthase (AHRD V3.3 *** A0A2G2Y2D6_CAPAN)"
"Solyc03g111810"	789.855503091236	-2.96345197468633	0.783227066094045	-3.78364347067968	0.000154549168632268	0.0436813906493027	"Sieve element occlusion a (AHRD V3.3 *** E2FKJ8_9SOLN)"
